Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1315400	534	1899	1213	392	323	674	210
PBANKA_1315500	2664	7124	3349	626	1397	2446	764
PBANKA_1315600	2958	1493	787	284	195	597	110
PBANKA_1315700	6246	5031	3116	532	880	1750	437
PBANKA_1315800	1020	95	51	23	50	147	21
PBANKA_1315900	1578	1041	489	171	132	475	121
PBANKA_1316000	1062	666	239	108	80	314	60
PBANKA_1316100	2280	21008	10398	3037	2600	7977	1792
PBANKA_1316200	639	954	522	176	99	261	86
PBANKA_1316300	9630	6258	2214	190	571	2444	531
PBANKA_1316400	957	2041	1268	532	738	1345	505
PBANKA_1316500	771	3475	1557	499	129	508	77
PBANKA_1316600	684	638	405	179	96	313	43
PBANKA_1316700	2463	305	55	41	30	66	19
PBANKA_1316800	2082	2243	1108	342	236	745	174
PBANKA_1316900	4374	2304	960	344	333	903	252
PBANKA_1317000	231	8	2	1	2	2	7
PBANKA_1317100	5718	2751	1036	154	315	1022	285
PBANKA_1317200	3606	98700	50627	6919	14436	34881	12462
PBANKA_1317300	4974	1564	442	171	186	506	116
PBANKA_1317400	768	8899	5303	1914	2188	3953	1416
PBANKA_1317500	2853	4559	2300	519	1109	2038	439
PBANKA_1317600	2493	1738	1036	220	448	847	257
PBANKA_1317700	1491	889	527	195	203	448	88
PBANKA_1317800	327	342	307	79	107	323	92
PBANKA_1317900	4107	2053	593	212	224	604	142
PBANKA_1318000	2889	332	137	32	24	74	24
PBANKA_1318100	2331	9938	4645	1569	1786	5139	935
PBANKA_1318200	486	3740	2670	717	589	1573	401
PBANKA_1318300	702	215	231	88	58	167	60
PBANKA_1318400	1419	1385	591	230	295	524	235
PBANKA_1318500	519	20570	13889	4779	3451	12050	1623
PBANKA_1318600	462	81056	113373	71363	88425	252589	29277
PBANKA_1318700	1236	1786	730	274	123	234	91
PBANKA_1318800	516	7613	7561	1987	1762	4698	1077
PBANKA_1318900	618	2473	2583	1538	1039	2371	270
PBANKA_1319000	2109	15360	23165	2250	5079	19992	2471
PBANKA_1319100	858	3240	2610	894	859	2011	559
PBANKA_1319200	3204	4232	1982	697	720	1673	750
PBANKA_1319300	5694	854	301	26	110	301	87
PBANKA_1319400	2835	2629	939	295	214	679	259
PBANKA_1319500	4911	187920	105989	6652	19159	69006	13450
PBANKA_1319600	879	457	124	75	26	198	22
PBANKA_1319700	2223	3849	1620	478	436	1151	426
PBANKA_1319800	1455	224	82	52	45	144	14
PBANKA_1319900	2697	185	69	25	27	69	22
PBANKA_1320000	1305	117	93	32	16	68	10
PBANKA_1320100	2370	13158	3556	1094	566	2120	585
PBANKA_1320200	6828	26895	9593	463	2457	5848	2335
PBANKA_1320300	846	309	151	45	44	110	36
PBANKA_1320400	2085	3444	1246	516	421	1114	309
PBANKA_1320500	2151	3870	3153	1094	1405	2619	710
PBANKA_1320600	396	443	166	82	61	271	55
PBANKA_1320700	1236	8425	5093	1691	1648	3881	974
PBANKA_1320800	2466	129743	64646	16837	17696	43263	11390
PBANKA_1320900	315	4622	2849	916	1413	2217	1239
PBANKA_1321000	1776	2335	901	349	233	824	145
PBANKA_1321100	8937	4094	1159	181	410	923	216
PBANKA_1321200	1293	2599	1934	638	757	1982	346
PBANKA_1321300	1629	1388	648	185	109	496	115
PBANKA_1321400	4248	3213	1492	442	429	1080	301
PBANKA_1321500	1476	6424	2677	878	423	741	188
PBANKA_1321600	10026	13772	3951	341	628	2351	417
PBANKA_1321700	1560	3606	1369	603	510	954	252
PBANKA_1321800	177	121	57	24	9	44	10
PBANKA_1321900	336	362	81	30	64	148	34
PBANKA_1322000	4386	4139	1140	390	501	1307	259
PBANKA_1322100	951	782	291	128	34	138	25
PBANKA_1322200	3858	5643	2344	481	334	1138	251
PBANKA_1322300	3864	1813	825	238	220	722	129
PBANKA_1322400	1059	4361	1872	587	194	1078	51
PBANKA_1322500	2220	657	291	126	65	293	59
PBANKA_1322600	690	633	417	134	93	376	53
PBANKA_1322700	2037	2040	1255	368	300	860	197
PBANKA_1322800	2523	2657	926	311	208	696	124
PBANKA_1322900	600	1251	1139	312	155	395	81
PBANKA_1323000	1020	366	193	75	40	153	33
PBANKA_1323100	2871	530	111	47	51	200	43
PBANKA_1323200	2529	2381	797	301	384	948	240
PBANKA_1323300	690	1532	1383	387	646	914	477
PBANKA_1323400	738	4343	2826	1250	729	3088	335
PBANKA_1323500	582	233	176	39	45	151	36
PBANKA_1323600	900	499	225	89	58	160	32
PBANKA_1323700	960	748	579	213	197	430	100
PBANKA_1323800	1863	17418	9157	2905	3363	7215	1327
PBANKA_1323900	882	5191	3102	981	1241	2299	496
PBANKA_1324000	210	1286	1032	559	171	1989	112
PBANKA_1324100	687	1433	1093	343	284	777	171
PBANKA_1324200	3933	764	566	139	191	684	116
PBANKA_1324300	453	398	385	102	73	270	51
PBANKA_1324400	441	4533	2891	920	691	2578	402
PBANKA_1324500	1803	94	33	26	12	59	10
PBANKA_1324600	816	262	183	77	70	161	32
PBANKA_1324700	1167	368	207	78	45	200	28
PBANKA_1324800	1830	2124	725	215	190	750	106
PBANKA_1324900	552	1137	643	225	81	333	37
PBANKA_1325000	204	4092	2549	754	1495	2093	1021
PBANKA_1325100	981	2680	2050	593	718	1670	330
PBANKA_1325200	615	3650	2929	767	701	1881	660
PBANKA_1325300	2016	3489	1558	462	480	1171	463
PBANKA_1325400	405	6576	6655	2062	1018	4912	1155
PBANKA_1325500	4455	8081	2710	352	642	2393	665
PBANKA_1325600	3234	1277	329	139	150	271	68
PBANKA_1325700	366	1288	620	182	47	155	24
PBANKA_1325800	3723	894	300	139	84	284	43
PBANKA_1325900	222	502	472	131	87	343	49
PBANKA_1326000	3894	5824	1520	514	452	1567	379
PBANKA_1326100	2331	9369	3229	1091	274	906	172
PBANKA_1326200	1548	2415	1062	392	140	330	88
PBANKA_1326300	1185	4593	2852	1010	1703	2578	718
PBANKA_1326400	1014	40268	34827	26840	27643	61840	13954
PBANKA_1326500	2280	822	294	119	59	158	49
PBANKA_1326600	951	6588	3473	1202	659	3103	446
PBANKA_1326700	16947	4076	1055	135	348	1305	349
PBANKA_1326800	1035	2148	1291	452	394	663	176
PBANKA_1326900	1626	3671	1018	425	168	689	117
PBANKA_1327000	1017	1081	585	144	160	432	100
PBANKA_1327021	906	892	530	391	486	1052	142
PBANKA_1327041	411	4	1	3	2	11	1
PBANKA_1327061	981	468	234	79	64	211	23
PBANKA_1327080	222	205	19	19	26	233	19
PBANKA_1327100	2769	1054	707	284	143	445	91
PBANKA_1327200	345	459	126	44	44	184	20
PBANKA_1327251	906	970	1026	447	516	1528	285
PBANKA_1327300	840	2207	1753	1341	2079	3803	548
PBANKA_1327400	1857	543	249	97	67	147	40
PBANKA_1327500	2532	220	69	34	33	67	22
PBANKA_1327600	1053	526	296	86	23	158	33
PBANKA_1327700	2367	1592	759	347	168	653	82
PBANKA_1327800	315	1072	881	423	413	1220	183
PBANKA_1327900	8829	10385	2412	118	429	3325	343
PBANKA_1328000	3969	1610	783	214	242	677	183
PBANKA_1328100	1149	3353	1564	627	344	1169	235
PBANKA_1328200	360	1999	938	312	96	371	26
PBANKA_1328300	2112	2264	1124	306	482	805	463
PBANKA_1328400	831	4806	2468	1095	1085	3256	583
PBANKA_1328500	2445	239	61	24	34	86	37
PBANKA_1328600	1050	145	38	15	10	41	13
PBANKA_1328700	2589	819	505	242	162	451	56
PBANKA_1328800	270	4126	4286	1306	1678	3173	1123
PBANKA_1328900	4407	3249	758	219	225	577	237
PBANKA_1329000	1494	4221	2213	640	397	988	281
PBANKA_1329100	1122	34138	30784	9865	9638	17571	7509
PBANKA_1329200	19416	58346	9876	375	824	7878	1199
PBANKA_1329300	669	5699	4558	2224	2712	6167	1740
PBANKA_1329400	939	18221	14978	3459	2420	8413	1911
PBANKA_1329500	2646	6407	4050	524	1469	2618	916
PBANKA_1329600	6348	6654	1738	194	658	2192	773
PBANKA_1329700	3660	9384	4397	804	1726	3597	1469
PBANKA_1329800	2832	4382	2072	586	763	1592	678
PBANKA_1329900	387	14550	10176	3126	2310	17597	897
PBANKA_1330000	822	808	538	206	37	290	26
PBANKA_1330100	540	824	792	235	240	693	158
PBANKA_1330200	2670	721	217	93	132	337	88
PBANKA_1330300	3150	2555	858	255	257	902	230
PBANKA_1330400	1401	123	75	41	35	68	26
PBANKA_1330500	1626	165	69	30	19	57	18
PBANKA_1330600	1488	428	163	72	76	124	38
PBANKA_1330700	900	6642	3336	1069	589	2914	264
PBANKA_1330800	1332	2071	887	326	277	982	160
PBANKA_1330900	2247	6471	2341	752	232	1015	96
PBANKA_1331000	252	469	322	150	62	364	42
PBANKA_1331100	279	524	528	231	173	921	81
PBANKA_1331200	4599	7026	3143	553	787	3136	1073
PBANKA_1331300	5589	18520	5368	571	745	3020	530
PBANKA_1331400	7872	25666	6809	192	1612	7733	1985
PBANKA_1331500	630	226	63	24	14	35	16
PBANKA_1331600	744	989	837	304	104	589	55
PBANKA_1331700	2226	1391	1171	304	266	671	258
PBANKA_1331800	654	2300	1509	532	344	1184	224
PBANKA_1331900	1197	5914	3018	1167	1302	2868	937
PBANKA_1332000	2094	3525	2063	275	519	1531	467
PBANKA_1332100	2340	2634	1183	355	279	876	270
PBANKA_1332200	495	476	286	117	116	308	51
PBANKA_1332300	762	565	271	108	67	349	42
PBANKA_1332400	1089	2086	1279	344	277	797	151
PBANKA_1332500	765	752	572	173	160	383	84
PBANKA_1332600	2109	994	456	153	119	417	58
PBANKA_1332700	2484	2217	998	127	175	810	72
PBANKA_1332800	8994	26461	6737	164	1458	7173	1435
PBANKA_1332900	657	314	128	104	47	125	26
PBANKA_1333000	480	1728	1149	495	275	581	186
PBANKA_1333100	1221	6044	3297	991	67	248	66
PBANKA_1333200	339	702	289	100	47	267	39
PBANKA_1333300	6456	3208	972	333	344	1039	218
PBANKA_1333400	504	239	208	77	39	149	23
PBANKA_1333500	342	314	276	105	102	256	68
PBANKA_1333600	396	1430	959	394	313	670	186
PBANKA_1333700	2382	54043	25612	8205	7741	18424	5673
PBANKA_1333800	1089	1166	705	217	124	488	92
PBANKA_1333900	1734	1406	557	179	172	496	98
PBANKA_1334000	3123	2426	742	284	145	601	107
PBANKA_1334100	588	1359	631	246	175	550	134
PBANKA_1334200	1485	988	931	257	260	574	162
PBANKA_1334300	810	3373	1369	536	259	919	121
PBANKA_1334400	2010	4981	2346	757	841	1245	562
PBANKA_1334500	1542	569	290	106	70	146	42
PBANKA_1334600	1374	1265	927	564	566	1728	284
PBANKA_1334700	1347	18927	15628	5069	5406	12314	3095
PBANKA_1334800	3546	111491	43391	565	3609	34464	2397
PBANKA_1334900	2511	83769	30265	465	1859	23973	1317
PBANKA_1335000	879	15760	12257	2895	2087	7794	1396
PBANKA_1335100	5700	5673	1117	300	380	1533	149
PBANKA_1335200	606	1613	837	266	240	507	123
PBANKA_1335300	945	2190	1142	463	337	1002	143
PBANKA_1335400	4893	4394	1492	501	556	1537	307
PBANKA_1335500	1566	784	388	198	155	526	100
PBANKA_1335600	3345	423	177	53	73	187	74
PBANKA_1335700	657	3728	2258	766	388	1304	167
PBANKA_1335800	1632	1486	664	226	168	633	77
PBANKA_1335900	2418	1352	569	231	175	424	135
PBANKA_1336000	1059	475	224	154	69	368	48
PBANKA_1336100	1086	384	146	61	34	99	26
PBANKA_1336200	450	4017	3115	632	437	1738	229
PBANKA_1336300	1824	2185	937	389	254	828	150
PBANKA_1336400	909	2006	2968	753	242	1374	208
PBANKA_1336500	2613	4155	1693	397	218	570	48
PBANKA_1336600	1989	7302	3161	930	1050	2197	788
PBANKA_1336700	1824	1564	755	244	238	604	118
PBANKA_1336800	336	227	210	78	165	204	74
PBANKA_1336900	1527	4671	2326	628	331	697	107
PBANKA_1337000	1836	2143	678	245	195	671	126
PBANKA_1337100	2133	6646	4279	667	1359	2211	618
PBANKA_1337200	786	2301	1167	452	275	981	222
PBANKA_1337300	990	1729	1181	471	228	932	116
PBANKA_1337400	1674	2428	841	355	301	684	161
PBANKA_1337500	9597	18218	4794	1318	686	2041	477
PBANKA_1337600	3798	7113	2909	919	787	1721	447
PBANKA_1337700	1002	1051	426	159	90	324	64
PBANKA_1337800	2028	1856	682	305	164	647	144
PBANKA_1337900	1071	1324	393	132	111	374	79
PBANKA_1338000	342	949	448	177	100	888	54
PBANKA_1338100	792	26068	29101	10725	15729	43155	8459
PBANKA_1338200	690	1753	1647	825	700	2956	472
PBANKA_1338300	573	3517	2189	727	688	1578	433
PBANKA_1338400	366	2768	1827	555	647	1025	314
PBANKA_1338500	1011	1525	566	190	125	385	68
PBANKA_1338600	546	5341	3733	1116	314	2427	243
PBANKA_1338700	1557	6310	3843	1242	1700	3165	1119
PBANKA_1338800	1317	850	342	145	87	278	78
PBANKA_1338900	873	58833	60707	34247	55397	117115	19859
PBANKA_1339000	3060	1081	359	127	148	363	95
PBANKA_1339100	954	213	161	46	34	132	18
PBANKA_1339200	3345	345	110	52	60	174	51
PBANKA_1339300	1563	1784	947	343	268	623	210
PBANKA_1339400	1338	2155	1619	379	242	792	133
PBANKA_1339500	12876	5116	1240	284	468	1397	397
PBANKA_1339600	582	3834	3081	812	474	1722	292
PBANKA_1339700	3201	723	389	125	113	311	95
PBANKA_1339800	3393	741	281	99	230	469	128
PBANKA_1339900	663	1142	770	239	177	443	114
PBANKA_1340000	1419	349	115	74	41	85	34
PBANKA_1340100	951	12651	12088	5510	6894	23614	4371
PBANKA_1340200	234	1169	871	368	333	1195	203
PBANKA_1340300	1293	1023	430	171	182	352	122
PBANKA_1340400	1005	12359	6683	3435	2075	4284	1952
PBANKA_1340500	9948	3286	872	194	151	626	271
PBANKA_1340600	1719	2802	1567	488	570	1392	291
PBANKA_1340700	426	654	482	216	99	870	68
PBANKA_1340800	237	488	367	192	187	410	76
PBANKA_1340900	4509	614	207	25	28	185	38
PBANKA_1341000	7080	11694	2974	472	854	3879	609
PBANKA_1341100	507	4801	3796	1444	1201	4270	673
PBANKA_1341200	996	1107	680	251	137	595	101
PBANKA_1341300	2130	941	296	124	76	323	42
PBANKA_1341400	795	1225	642	210	45	175	36
PBANKA_1341500	1533	2256	1039	339	410	660	374
PBANKA_1341600	1425	876	366	149	126	259	66
PBANKA_1341700	6015	5491	1438	414	395	1665	285
PBANKA_1341800	12030	11000	2794	329	1059	3102	559
PBANKA_1341900	1518	1910	430	179	228	565	153
PBANKA_1342000	1251	1064	498	208	141	578	88
PBANKA_1342100	3249	224	69	28	47	160	40
PBANKA_1342200	2835	202	118	31	42	181	48
PBANKA_1342300	1026	26616	20065	4849	4488	12644	3734
PBANKA_1342400	720	746	471	131	113	352	92
PBANKA_1342500	4566	116174	51041	2466	13108	36931	9712
PBANKA_1342600	882	343	80	35	36	150	23
PBANKA_1342700	2595	235	112	57	34	117	37
PBANKA_1342800	687	625	213	103	119	270	83
PBANKA_1342900	834	555	157	103	38	243	28
PBANKA_1343000	1635	3169	1506	454	501	1141	323
PBANKA_1343100	393	652	434	124	19	176	36
PBANKA_1343200	6918	46800	14701	1446	2548	9209	1438
PBANKA_1343300	813	2793	1784	1088	1307	1971	784
PBANKA_1343400	7236	8916	2142	214	769	2589	324
PBANKA_1343500	963	1824	923	269	186	734	101
PBANKA_1343600	1263	836	347	110	137	340	98
PBANKA_1343700	1155	4234	2606	771	581	1872	389
PBANKA_1343750	271	193	230	1554	434	4528	88
PBANKA_1343800	837	1305	1240	322	353	699	191
PBANKA_1343900	1179	520	314	122	94	303	65
PBANKA_1344000	6039	3894	1167	180	407	930	250
PBANKA_1344100	5898	7187	3043	517	884	2539	678
PBANKA_1344200	867	2895	2783	920	84	372	117
PBANKA_1344300	1542	7825	3360	1032	1105	2124	318
PBANKA_1344400	2088	1143	826	268	325	659	175
PBANKA_1344500	6219	6138	1925	213	826	1874	447
PBANKA_1344600	942	2747	809	312	277	860	161
PBANKA_1344700	1293	1149	511	159	73	303	46
PBANKA_1344800	3153	326	234	80	62	215	55
PBANKA_1344900	1581	469	200	112	67	271	46
PBANKA_1345000	621	658	501	154	200	430	131
PBANKA_1345100	579	374	168	86	49	178	14
PBANKA_1345200	672	206	141	46	65	95	31
PBANKA_1345300	987	1459	1010	351	262	681	163
PBANKA_1345400	855	1751	972	385	455	1023	211
PBANKA_1345500	1731	7883	4543	1068	1189	4005	876
PBANKA_1345600	1434	2543	1496	551	447	1002	283
PBANKA_1345700	1719	1271	493	293	220	770	94
PBANKA_1345800	1500	2393	1401	439	263	957	225
PBANKA_1345850	80	5	0	3	2	7	3
PBANKA_1345900	1644	825	512	144	143	383	111
PBANKA_1346000	3234	1137	343	126	131	365	146
PBANKA_1346100	867	687	437	192	108	359	50
PBANKA_1346200	555	2365	1220	488	493	1420	289
PBANKA_1346300	1407	21547	13017	3327	2844	9572	2266
PBANKA_1346400	1449	3261	1763	429	461	1142	551
PBANKA_1346500	666	893	379	151	60	304	65
PBANKA_1346600	2559	5177	1460	483	476	1188	351
PBANKA_1346700	420	3674	2758	1496	2141	4603	913
PBANKA_1346750	84	64	47	16	14	34	10
PBANKA_1346800	846	2150	1236	447	333	959	169
PBANKA_1346900	1596	813	576	206	162	498	111
PBANKA_1347000	2913	13181	10373	493	2149	5936	423
PBANKA_1347100	462	145	54	20	14	58	14
PBANKA_1347200	2031	1831	879	287	330	711	287
PBANKA_1347300	639	606	426	145	81	342	84
PBANKA_1347400	1530	1090	751	308	210	613	104
PBANKA_1347500	1455	850	429	144	128	369	67
PBANKA_1347600	744	695	441	150	139	268	82
PBANKA_1347700	3828	3714	1586	497	561	1347	406
PBANKA_1347800	783	2255	2302	593	707	1471	420
PBANKA_1347900	4821	1204	418	148	261	914	131
PBANKA_1348000	645	459	277	76	58	204	28
PBANKA_1348100	696	684	256	125	63	270	40
PBANKA_1348200	1098	1058	498	156	88	454	62
PBANKA_1348300	3471	1534	574	181	291	564	135
PBANKA_1348400	501	2189	1453	481	307	1075	153
PBANKA_1348500	741	614	634	169	96	313	61
PBANKA_1348600	3585	1667	474	204	133	493	106
PBANKA_1348700	1371	4138	978	414	318	1434	151
PBANKA_1348800	2658	5473	1199	527	558	1929	378
PBANKA_1348900	1530	1793	725	273	195	792	251
PBANKA_1349000	1026	1609	678	1491	1302	3573	200
PBANKA_1349100	1008	1229	866	249	320	501	129
PBANKA_1349200	855	8569	3879	1093	538	2937	136
PBANKA_1349300	672	4836	2648	818	327	1183	134
PBANKA_1349400	1509	2760	1686	567	80	209	59
PBANKA_1349500	1098	323	202	63	129	233	72
PBANKA_1349600	3933	1852	499	179	262	660	208
PBANKA_1349700	2043	1666	633	207	262	823	145
PBANKA_1349800	1821	301	508	163	302	537	239
PBANKA_1349900	1317	1235	506	220	155	415	113
PBANKA_1350000	498	760	446	129	120	273	81
PBANKA_1350100	699	380	217	96	86	240	89
PBANKA_1350200	1077	1410	1599	430	84	294	69
PBANKA_1350300	855	2663	1712	556	336	1329	197
PBANKA_1350350	95	8	4	1	2	8	0
PBANKA_1350400	276	959	809	241	327	905	118
PBANKA_1350500	366	2178	1471	466	545	924	299
PBANKA_1350600	1068	2128	1139	360	335	746	234
PBANKA_1350700	1989	1227	547	209	190	444	120
PBANKA_1350800	2883	491	174	80	43	161	38
PBANKA_1350900	906	296	147	104	71	288	37
PBANKA_1351000	3093	1586	655	161	287	601	168
PBANKA_1351100	2508	2292	945	261	373	751	229
PBANKA_1351200	1641	597	257	107	55	412	89
PBANKA_1351300	5595	17384	5054	556	1812	4969	1270
PBANKA_1351351	82	25	11	4	14	18	9
PBANKA_1351400	1851	1331	705	249	156	617	152
PBANKA_1351500	1689	498	276	95	81	281	59
PBANKA_1351600	813	186	79	27	11	56	7
PBANKA_1351700	1593	4990	2276	876	509	2401	290
PBANKA_1351800	1503	2899	1176	408	479	982	351
PBANKA_1351900	696	2885	1695	491	227	1453	149
PBANKA_1352000	1212	5245	2295	965	514	1824	240
PBANKA_1352100	1356	16618	18749	4263	1970	5611	434
PBANKA_1352200	2130	1413	443	178	77	274	28
PBANKA_1352300	2295	4007	1318	469	423	1479	334
PBANKA_1352400	1890	2838	1719	494	510	1411	387
PBANKA_1352500	1629	37797	34223	9602	17062	23353	10823
PBANKA_1352600	2715	4899	2703	969	1259	3035	738
PBANKA_1352621	72	1	14	18	4	7	14
PBANKA_1352641	72	9	20	18	34	14	14
PBANKA_1352700	816	1445	814	256	288	498	173
PBANKA_1352800	483	1657	977	337	348	1186	161
PBANKA_1352900	327	701	283	94	57	440	45
PBANKA_1353000	1437	451	118	47	66	206	36
PBANKA_1353100	4914	17896	6544	484	777	3794	727
PBANKA_1353200	231	548	341	83	54	201	34
PBANKA_1353300	2430	1933	578	221	186	510	141
PBANKA_1353400	2439	3209	1568	410	215	1074	137
PBANKA_1353500	846	325	217	87	55	175	22
PBANKA_1353600	177	37	21	11	11	10	1
PBANKA_1353700	2532	730	545	168	142	317	71
PBANKA_1353800	1104	87200	57143	14977	12313	34720	7852
PBANKA_1353900	3381	5365	1599	431	332	1652	307
PBANKA_1354000	1368	340	144	67	92	155	77
PBANKA_1354100	687	4337	3177	1065	1955	2573	942
PBANKA_1354200	318	832	783	451	357	2414	193
PBANKA_1354300	1728	10191	7175	2975	2502	6692	1535
PBANKA_1354351	74	179	203	353	888	713	250
PBANKA_1354380	108	25	68	68	66	197	39
PBANKA_1354400	555	8435	7223	2533	2462	5929	1887
PBANKA_1354500	564	4693	3132	1746	1827	7377	989
PBANKA_1354550	88	78	72	25	18	66	17
PBANKA_1354600	1455	123	114	44	41	124	25
PBANKA_1354700	2298	1205	350	150	157	310	102
PBANKA_1354800	315	2951	1617	553	199	846	89
PBANKA_1354900	1386	86596	85739	26011	24286	64454	11091
PBANKA_1355000	750	1876	1299	620	703	1359	303
PBANKA_1355100	933	11326	5224	1609	2221	3858	1445
PBANKA_1355200	2745	5773	3451	733	1044	2498	676
PBANKA_1355300	2730	413	203	103	57	154	52
PBANKA_1355400	789	273	69	31	8	40	3
PBANKA_1355500	1035	2962	1955	642	579	1136	445
PBANKA_1355600	726	244	185	58	48	182	34
PBANKA_1355700	2454	86967	71418	21468	20679	46481	13892
PBANKA_1355800	177	318	264	70	78	225	50
PBANKA_1355900	1713	57509	41979	11610	11629	27024	6448
PBANKA_1356000	11154	4313	1153	84	352	1319	357
PBANKA_1356100	1044	3918	1851	520	390	1413	163
PBANKA_1356200	1560	768	522	276	268	866	137
PBANKA_1356300	2868	10449	3161	700	816	2158	595
PBANKA_1356400	4302	18000	6726	872	1163	2391	595
PBANKA_1356500	939	1376	1357	549	427	1476	256
PBANKA_1356600	1716	147	33	28	14	83	6
PBANKA_1356700	2217	3037	1271	439	443	974	271
PBANKA_1356800	21381	23407	4527	205	488	4595	597
PBANKA_1356900	1848	1098	639	237	149	424	93
PBANKA_1357000	2556	371	107	54	48	119	30
PBANKA_1357100	2181	1203	394	130	144	286	75
PBANKA_1357200	2754	8437	2735	768	814	2163	840
PBANKA_1357300	2694	2934	1247	326	465	1154	286
PBANKA_1357400	840	111	39	24	8	55	5
PBANKA_1357500	1392	426	238	129	92	137	48
PBANKA_1357600	3504	931	389	129	63	301	44
PBANKA_1357700	1119	4283	3844	990	1390	1817	654
PBANKA_1357800	4227	18565	6305	850	1426	3727	1209
PBANKA_1357900	990	4885	3751	883	1372	2419	986
PBANKA_1358000	474	1051	887	393	493	1266	232
PBANKA_1358100	1608	380	245	89	116	196	71
PBANKA_1358200	261	2257	1935	971	902	3464	381
PBANKA_1358300	4260	12151	5132	255	1039	3005	541
PBANKA_1358400	831	620	259	121	41	127	29
PBANKA_1358500	1170	681	661	181	129	335	76
PBANKA_1358600	1410	3578	1935	655	584	1241	395
PBANKA_1358700	2808	2780	1359	489	337	994	292
PBANKA_1358800	651	2460	1808	509	193	590	107
PBANKA_1358900	2187	3646	1365	408	286	1121	232
PBANKA_1359000	1419	20187	16697	9118	10551	27687	5528
PBANKA_1359100	504	831	331	101	49	288	32
PBANKA_1359200	609	4278	3248	983	1238	1835	743
PBANKA_1359300	16305	11525	2250	92	378	2811	572
PBANKA_1359400	1683	1724	1013	603	542	1522	293
PBANKA_1359500	690	2825	3654	1282	723	3023	522
PBANKA_1359600	1368	9043	3973	1730	706	3093	378
PBANKA_1359700	1296	8970	5205	1664	1255	3581	531
PBANKA_1359800	546	1045	398	123	18	145	13
PBANKA_1359900	1092	945	396	172	256	331	192
PBANKA_1360000	2028	3499	2329	586	559	1474	456
PBANKA_1360100	1239	1677	774	367	226	659	179
PBANKA_1360200	402	2351	2555	664	1352	2158	848
PBANKA_1360300	1125	11374	5336	1826	2384	3337	1464
PBANKA_1360400	819	14585	13947	4328	6229	9793	4308
PBANKA_1360500	1680	1865	950	288	334	766	203
PBANKA_1360600	768	1736	825	299	261	719	147
PBANKA_1360700	5268	2574	724	181	177	716	120
PBANKA_1360800	3585	1536	520	129	153	469	117
PBANKA_1360900	675	730	568	166	121	365	68
PBANKA_1361000	621	778	706	180	79	372	66
PBANKA_1361100	3978	2401	1071	213	375	999	219
PBANKA_1361200	10437	71569	27423	1831	6400	23430	7482
PBANKA_1361300	1047	6550	4040	1335	927	2752	542
PBANKA_1361400	1074	692	379	128	34	124	14
PBANKA_1361500	2172	5813	1820	693	415	1324	323
PBANKA_1361600	5061	16141	4240	1647	1263	3832	1032
PBANKA_1361700	360	112	68	28	11	105	13
PBANKA_1361800	1419	3122	1406	460	408	1165	297
PBANKA_1361900	588	267	131	58	30	127	14
PBANKA_1362000	2412	5826	2391	814	871	1922	525
PBANKA_1362100	4227	6482	1700	426	501	1790	431
PBANKA_1362200	723	906	807	373	82	267	61
PBANKA_1362300	8115	4531	1582	497	603	2298	424
PBANKA_1362400	942	849	367	130	74	278	48
PBANKA_1362500	729	659	431	189	251	677	148
PBANKA_1362600	1239	422	212	76	87	210	36
PBANKA_1362700	540	427	283	162	79	221	33
PBANKA_1362800	813	1093	683	227	99	568	115
PBANKA_1362900	1737	1660	1127	399	410	670	233
PBANKA_1363000	285	547	411	140	47	465	37
PBANKA_1363100	975	564	410	152	49	289	48
PBANKA_1363200	1710	1259	497	211	251	737	164
PBANKA_1363300	2826	905	464	155	151	427	84
PBANKA_1363400	747	493	271	87	85	274	47
PBANKA_1363500	1251	1719	918	302	152	748	141
PBANKA_1363600	822	25235	16137	4742	2924	11080	2111
PBANKA_1363700	1692	938	625	170	127	461	69
PBANKA_1363800	4542	4351	1337	343	683	1661	702
PBANKA_1363900	468	889	526	356	611	1561	302
PBANKA_1364000	4356	1810	746	245	267	726	160
PBANKA_1364100	1104	1565	769	311	349	667	239
PBANKA_1364200	597	6521	4855	1706	2795	3980	1634
PBANKA_1364250	152	48	24	16	10	45	7
PBANKA_1364300	1506	21198	14904	3715	6103	9233	2689
PBANKA_1364400	3360	19731	10715	2457	3161	7493	1682
PBANKA_1364500	540	522	209	67	51	239	28
PBANKA_1364600	1245	1236	404	154	84	440	84
PBANKA_1364700	5352	14148	5852	1420	1991	6367	1133
PBANKA_1364800	3021	874	321	115	103	361	69
PBANKA_1364900	1395	1446	1209	280	230	784	225
PBANKA_1365000	1674	445	60	30	37	65	21
PBANKA_1365100	4410	4774	1605	696	378	1007	318
PBANKA_1365200	621	2552	1476	695	893	1564	382
PBANKA_1365300	6768	3678	1052	336	446	1034	446
PBANKA_1365400	2250	3072	989	365	311	1048	267
PBANKA_1365500	984	11896	6353	3179	2145	6301	1225
PBANKA_1365550	855	156	68	24	26	69	40
PBANKA_1365600	927	558	677	356	284	875	139
PBANKA_1365650	804	81	28	19	6	29	6
PBANKA_1365680	285	45	25	6	2	18	3
