Geneid	Length	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_0929500	1461	135	363	87
PBANKA_0929600	1500	226	571	111
PBANKA_0929700	921	476	1512	310
PBANKA_0929800	3753	227	651	144
PBANKA_0929900	2409	351	982	202
PBANKA_0930000	468	295	1035	99
PBANKA_0930100	3579	775	3098	649
PBANKA_0930200	2580	444	1201	298
PBANKA_0930300	645	908	1509	742
PBANKA_0930400	462	172	340	94
PBANKA_0930500	1650	100	283	82
PBANKA_0930600	1038	204	299	90
PBANKA_0930700	387	250	664	107
PBANKA_0930800	4758	129	365	191
PBANKA_0930900	1260	542	1496	351
PBANKA_0931000	2937	78	286	67
PBANKA_0931100	660	3120	7373	1412
PBANKA_0931200	2724	1205	2643	867
PBANKA_0931300	2046	1545	3250	1275
PBANKA_0931400	2301	78	118	64
PBANKA_0931500	1362	2683	10991	1609
PBANKA_0931600	1272	492	1284	421
PBANKA_0931700	504	359	684	322
PBANKA_0931800	681	203	764	162
PBANKA_0931900	4290	657	2327	549
PBANKA_0932000	2361	497	1062	677
PBANKA_0932100	879	1375	2539	851
PBANKA_0932200	579	3497	7729	1784
PBANKA_0932300	711	387	811	124
PBANKA_0932400	1407	414	911	297
PBANKA_0932500	2121	24844	37208	11075
PBANKA_0932600	903	10710	16088	5746
PBANKA_0932700	444	100	226	75
PBANKA_0932800	7383	280	944	260
PBANKA_0932900	1203	80	110	76
PBANKA_0933000	2121	1860	4889	1290
PBANKA_0933100	957	13	38	14
PBANKA_0933200	1215	56	189	49
PBANKA_0933300	1842	134	428	112
PBANKA_0933400	1119	160	747	122
PBANKA_0933500	837	703	2003	447
PBANKA_0933600	621	134	414	116
PBANKA_0933700	1572	259	1882	143
PBANKA_0933800	2094	140	320	76
PBANKA_0933900	1062	263	826	142
PBANKA_0934000	1116	50	217	24
PBANKA_0934100	2262	142	355	77
PBANKA_0934200	1128	1640	2740	864
PBANKA_0934300	1044	434	1260	172
PBANKA_0934400	357	97	566	91
PBANKA_0934500	666	1540	2986	767
PBANKA_0934600	15954	139	736	178
PBANKA_0934700	1089	400	2162	140
PBANKA_0934800	1242	88	162	46
PBANKA_0934900	3405	42	124	63
PBANKA_0935000	1773	147	336	148
PBANKA_0935100	834	22	70	13
PBANKA_0935200	576	47	244	33
PBANKA_0935300	2535	134	500	102
PBANKA_0935400	1068	81	180	40
PBANKA_0935500	7014	1157	3726	2036
PBANKA_0935600	219	230	1780	109
PBANKA_0935700	705	237	470	160
PBANKA_0935800	1320	232	1054	138
PBANKA_0935900	2277	54	259	48
PBANKA_0936000	1944	631	1986	429
PBANKA_0936100	390	23	159	28
PBANKA_0936200	564	34	101	16
PBANKA_0936300	906	62	246	39
PBANKA_0936400	1662	1088	2578	703
PBANKA_0936500	1050	413	794	288
PBANKA_0936600	1470	212	479	119
PBANKA_0936700	1563	159	652	120
PBANKA_0936800	603	110	414	35
PBANKA_0936900	1137	425	951	156
PBANKA_0937000	537	206	253	104
PBANKA_0937100	2877	526	1216	385
PBANKA_0937200	3840	887	2461	780
PBANKA_0937300	669	273	886	153
PBANKA_0937400	3489	260	939	288
PBANKA_0937500	2076	2309	7663	1438
PBANKA_0937600	246	66	409	43
PBANKA_0937700	342	306	1824	305
PBANKA_0937750	86	2	0	5
PBANKA_0937800	1293	211	806	83
PBANKA_0937840	80	1	13	1
PBANKA_0937860	96	7	20	2
PBANKA_0937880	66	3	8	1
PBANKA_0937900	1170	339	1936	416
PBANKA_0938000	3414	9358	33476	6412
PBANKA_0938050	92	6	15	5
PBANKA_0938100	1272	28	247	32
PBANKA_0938200	459	119	576	27
PBANKA_0938300	1662	1039	1924	654
PBANKA_0938400	1029	416	1837	256
PBANKA_0938500	990	1680	3024	935
PBANKA_0938600	1008	320	900	211
PBANKA_0938700	498	18	87	40
PBANKA_0938800	2220	773	3279	586
PBANKA_0938900	1545	334	1024	255
PBANKA_0939000	5088	4328	17329	3768
PBANKA_0939100	4656	2110	7953	2455
PBANKA_0939200	1860	79	431	48
PBANKA_0939300	3204	153	733	175
PBANKA_0939400	465	99	215	80
PBANKA_0939500	1050	5649	6871	3635
PBANKA_0939600	9891	1266	11456	1430
PBANKA_0939700	1977	189	467	127
PBANKA_0939800	1812	130	411	126
PBANKA_0939900	399	245	511	142
PBANKA_0940000	507	47	460	58
PBANKA_0940100	3942	476	1201	369
PBANKA_0940200	2742	179	513	134
PBANKA_0940300	3372	653	1936	487
PBANKA_0940400	4530	143	423	126
PBANKA_0940500	372	10	144	19
PBANKA_0940600	1971	383	906	223
PBANKA_0940700	1857	97	250	54
PBANKA_0940800	813	247	960	140
PBANKA_0940900	1428	257	842	195
PBANKA_0941000	402	4	89	7
PBANKA_0941100	786	1105	2043	552
PBANKA_0941200	1524	658	1319	356
PBANKA_0941300	2241	140	573	79
PBANKA_0941400	504	50	126	41
PBANKA_0941500	786	2314	3595	1548
PBANKA_0941600	2142	409	1282	308
PBANKA_0941700	1374	64	171	61
PBANKA_0941800	357	3953	49704	4336
PBANKA_0941900	312	13258	150787	11553
PBANKA_0942000	3351	278	1253	351
PBANKA_0942100	1254	76	225	45
PBANKA_0942200	561	91	198	48
PBANKA_0942300	1710	127	528	138
PBANKA_0942400	1764	143	582	181
PBANKA_0942500	1263	431	1022	188
PBANKA_0942600	2649	331	799	128
PBANKA_0942700	3993	1788	4296	1502
PBANKA_0942800	1056	77	159	42
PBANKA_0942900	1878	261	980	165
PBANKA_0943000	180	24	79	10
PBANKA_0943100	8874	673	3731	881
PBANKA_0943200	732	182	518	107
PBANKA_0943300	1518	120	304	63
PBANKA_0943400	1758	25971	35682	14590
PBANKA_0943500	4023	50	266	38
PBANKA_0943541	84	29	46	26
PBANKA_0943561	72	3	7	9
PBANKA_0943600	360	3622	8174	2080
PBANKA_0943700	777	72	314	52
PBANKA_0943800	960	5	17	7
PBANKA_0943900	1827	202	231	8
PBANKA_0944000	1008	20	42	6
PBANKA_0944021	301	0	0	0
PBANKA_0944041	8313	16	66	3
PBANKA_0944061	873	15	41	3
PBANKA_0944081	882	25	92	2
PBANKA_0944101	897	9	28	5
PBANKA_0944121	693	0	0	0
PBANKA_1000011	8283	47	427	58
PBANKA_1000021	699	0	0	0
PBANKA_1000031	909	1	0	0
PBANKA_1000041	747	0	0	0
PBANKA_1000051	834	0	0	0
PBANKA_1000061	837	0	0	0
PBANKA_1000071	738	0	0	0
PBANKA_1000081	2631	0	0	0
PBANKA_1000091	831	0	0	0
PBANKA_1000100	8232	11	58	25
PBANKA_1000200	894	0	0	0
PBANKA_1000300	1035	302	633	177
PBANKA_1000400	792	20	94	7
PBANKA_1000451	879	0	0	0
PBANKA_1000500	1911	337	564	126
PBANKA_1000600	960	1137	1136	427
PBANKA_1000651	74	0	0	7
PBANKA_1000700	1695	273	584	230
PBANKA_1000800	1071	68	157	47
PBANKA_1000900	447	21	121	16
PBANKA_1001000	10032	346	1450	247
PBANKA_1001100	1161	252	683	172
PBANKA_1001200	2916	148	494	101
PBANKA_1001300	2364	112	287	71
PBANKA_1001400	2052	1789	3570	1109
PBANKA_1001500	2076	417	794	218
PBANKA_1001600	3423	518	1586	363
PBANKA_1001700	279	57	161	18
PBANKA_1001800	10197	51	401	125
PBANKA_1001900	456	60	96	25
PBANKA_1002000	1842	1037	2383	542
PBANKA_1002100	1059	1442	4699	1257
PBANKA_1002200	1419	1	16	9
PBANKA_1002300	11925	161	677	117
PBANKA_1002400	2472	160	398	105
PBANKA_1002500	1707	467	1275	188
PBANKA_1002600	1197	352	624	101
PBANKA_1002700	1692	113	251	32
PBANKA_1002800	4146	925	1859	648
PBANKA_1002900	1470	50	83	35
PBANKA_1003000	7080	8	51	16
PBANKA_1003100	8850	565	3335	347
PBANKA_1003200	600	146	388	78
PBANKA_1003300	945	98	319	89
PBANKA_1003400	6789	2653	7642	1990
PBANKA_1003500	315	87	450	60
PBANKA_1003600	2163	143	421	134
PBANKA_1003700	1554	644	1951	517
PBANKA_1003800	1485	2223	3877	1261
PBANKA_1003900	534	2	28	9
PBANKA_1004000	792	322	494	208
PBANKA_1004100	2232	319	647	288
PBANKA_1004200	408	160	241	64
PBANKA_1004300	2568	295	757	131
PBANKA_1004400	858	846	1492	508
PBANKA_1004500	7215	493	2660	604
PBANKA_1004600	933	41	257	41
PBANKA_1004700	915	169	776	99
PBANKA_1004800	570	234	757	138
PBANKA_1004900	1113	62	198	45
PBANKA_1005000	330	58	164	30
PBANKA_1005100	1143	58	237	52
PBANKA_1005200	2916	19	53	20
PBANKA_1005300	4608	733	1811	593
PBANKA_1005400	4818	320	1261	200
PBANKA_1005500	1875	91	311	77
PBANKA_1005600	516	409	2124	397
PBANKA_1005700	3222	314	498	120
PBANKA_1005800	1428	230	1280	239
PBANKA_1005900	801	61	122	43
PBANKA_1006000	1578	26	60	13
PBANKA_1006100	1440	623	1657	323
PBANKA_1006200	3000	181	513	173
PBANKA_1006300	2433	199	384	92
PBANKA_1006400	975	19	50	19
PBANKA_1006500	2055	104	219	47
PBANKA_1006600	6507	229	726	165
PBANKA_1006700	1551	356	858	224
PBANKA_1006800	1416	99	398	65
PBANKA_1006900	2691	154	456	107
PBANKA_1007000	1869	413	864	224
PBANKA_1007100	1251	100	231	55
PBANKA_1007200	3513	1012	2278	744
PBANKA_1007300	585	355	794	233
PBANKA_1007400	1575	229	799	137
PBANKA_1007500	1254	691	1804	333
PBANKA_1007600	1968	315	745	183
PBANKA_1007641	82	4	5	12
PBANKA_1007661	73	0	5	8
PBANKA_1007700	2850	877	1848	553
PBANKA_1007800	981	149	231	69
PBANKA_1007900	636	1115	4991	656
PBANKA_1008000	939	185	449	123
PBANKA_1008100	2367	203	516	172
PBANKA_1008200	2571	297	420	157
PBANKA_1008300	1236	2173	3459	816
PBANKA_1008400	3009	63	251	48
PBANKA_1008500	2760	1767	3877	1833
PBANKA_1008600	5256	189	793	171
PBANKA_1008700	4968	633	1752	241
PBANKA_1008800	1761	1086	3039	912
PBANKA_1008900	945	305	1236	153
PBANKA_1009000	1524	160	413	102
PBANKA_1009100	2457	1075	5938	416
PBANKA_1009200	4842	3234	11956	2545
PBANKA_1009300	705	128	532	71
PBANKA_1009400	573	93	480	56
PBANKA_1009500	8889	2045	9415	1075
PBANKA_1009600	1134	3841	9023	2892
PBANKA_1009700	1047	162	610	70
PBANKA_1009800	1302	376	687	252
PBANKA_1009900	1017	4839	12913	1979
PBANKA_1010000	759	375	760	240
PBANKA_1010100	489	275	431	110
PBANKA_1010200	1716	254	672	178
PBANKA_1010300	21792	515	3526	428
PBANKA_1010400	834	97	210	39
PBANKA_1010500	1680	400	1476	233
PBANKA_1010600	450	2103	2804	1064
PBANKA_1010700	1197	107	361	70
PBANKA_1010800	774	228	580	138
PBANKA_1010900	5853	538	1607	324
PBANKA_1011100	6876	1154	4159	559
PBANKA_1011200	5364	270	576	248
PBANKA_1011300	300	182	439	116
PBANKA_1011400	4419	1949	4172	1702
PBANKA_1011500	14370	1164	3666	851
PBANKA_1011600	1365	777	1889	724
PBANKA_1011700	2835	271	1048	162
PBANKA_1011800	2955	255	472	175
PBANKA_1011900	168	103	341	61
PBANKA_1012000	795	58	215	40
PBANKA_1012100	1929	275	673	166
PBANKA_1012200	675	916	1748	902
PBANKA_1012300	3378	291	1051	145
PBANKA_1012400	1413	500	1122	317
PBANKA_1012500	4467	433	2359	353
PBANKA_1012600	4620	109	270	86
PBANKA_1012700	4446	144	236	78
PBANKA_1012800	870	305	661	150
PBANKA_1012900	1185	52	132	38
PBANKA_1013000	2211	484	1332	324
PBANKA_1013100	471	676	1938	380
PBANKA_1013200	1377	1058	2044	498
PBANKA_1013300	1800	158	629	84
PBANKA_1013400	2454	131	461	102
PBANKA_1013500	2427	525	1250	324
PBANKA_1013600	939	79	418	35
PBANKA_1013700	765	390	996	225
PBANKA_1013800	519	702	1716	663
PBANKA_1013900	720	102	1056	70
PBANKA_1014000	1533	232	500	138
PBANKA_1014100	2379	55	181	25
PBANKA_1014200	1221	30	174	17
PBANKA_1014300	2025	108	505	69
PBANKA_1014400	6279	394	1529	427
PBANKA_1014500	1824	788	1293	568
PBANKA_1014600	954	170	379	105
PBANKA_1014700	912	63	197	52
PBANKA_1014800	3927	2099	4078	1117
PBANKA_1014900	3771	580	1546	342
PBANKA_1015000	1044	659	1443	463
PBANKA_1015100	555	85	293	49
PBANKA_1015200	1977	73	180	32
PBANKA_1015300	6921	308	867	215
PBANKA_1015400	1116	13978	31769	9696
PBANKA_1015500	2346	318	936	266
PBANKA_1015600	1653	94	194	51
PBANKA_1015700	618	35	188	57
PBANKA_1015800	3078	320	619	225
PBANKA_1015900	999	244	563	172
PBANKA_1016000	798	356	1157	204
PBANKA_1016100	891	102	235	87
PBANKA_1016200	5835	392	1455	392
PBANKA_1016300	1134	324	1296	269
PBANKA_1016400	2091	359	834	235
PBANKA_1016500	1782	247	904	288
PBANKA_1016600	1239	120	264	78
PBANKA_1016700	840	1807	7757	2136
PBANKA_1016800	741	66	151	54
PBANKA_1016900	192	79	213	48
PBANKA_1017000	1437	20	47	14
PBANKA_1017100	2436	89	347	56
PBANKA_1017200	1581	128	427	85
PBANKA_1017300	4392	2500	11237	2006
PBANKA_1017400	405	74	252	66
PBANKA_1017500	3156	170	407	65
PBANKA_1017600	3297	397	1161	203
PBANKA_1017700	267	635	2961	256
PBANKA_1017800	5478	433	1333	498
PBANKA_1017900	3363	449	902	345
PBANKA_1018000	4164	187	870	76
PBANKA_1018100	1971	4250	10719	1867
PBANKA_1018200	447	107	605	21
PBANKA_1018300	1779	411	1168	230
PBANKA_1018400	1182	151	760	129
PBANKA_1018500	525	369	1073	251
PBANKA_1018600	486	625	1850	389
PBANKA_1018700	1095	247	712	274
PBANKA_1018800	2232	520	2223	384
PBANKA_1018900	1113	72	354	42
PBANKA_1019000	507	80	482	90
PBANKA_1019100	2982	206	545	112
PBANKA_1019200	891	176	724	89
PBANKA_1019300	1245	39	94	33
PBANKA_1019310	144	12	28	6
PBANKA_1019320	269	28	143	8
PBANKA_1019330	87	41	87	13
PBANKA_1019360	99	19	115	6
PBANKA_1019370	77	7	69	4
PBANKA_1019380	105	16	42	6
PBANKA_1019400	855	1070	4946	840
PBANKA_1019500	882	3322	6011	1803
PBANKA_1019520	150	13	71	9
PBANKA_1019540	74	13	54	6
PBANKA_1019560	75	1	9	0
PBANKA_1019580	93	6	10	2
PBANKA_1019600	4083	270	882	204
PBANKA_1019700	3531	728	2457	467
PBANKA_1019800	855	2369	6520	1378
PBANKA_1019900	3678	51	151	39
PBANKA_1020000	4023	596	1734	559
PBANKA_1020100	2865	611	979	390
PBANKA_1020200	1278	122	317	57
PBANKA_1020300	1806	1667	6295	910
PBANKA_1020400	1515	120	352	66
PBANKA_1020500	1629	80	252	141
PBANKA_1020600	1458	71	149	32
PBANKA_1020700	2922	153	572	83
PBANKA_1020800	1419	649	2091	306
PBANKA_1020900	1521	456	984	211
PBANKA_1021000	4092	140	518	85
PBANKA_1021100	966	126	1020	75
PBANKA_1021200	939	304	737	203
PBANKA_1021300	1074	51	206	50
PBANKA_1021400	282	145	212	62
PBANKA_1021500	498	137	252	79
PBANKA_1021600	1377	43	158	37
PBANKA_1021700	2076	192	573	113
PBANKA_1021800	303	25	67	23
PBANKA_1021900	864	63	176	41
PBANKA_1022000	318	1410	4814	678
PBANKA_1022100	2757	53	139	46
PBANKA_1022200	525	206	1333	93
PBANKA_1022300	1245	1227	1719	705
PBANKA_1022400	777	64	383	37
PBANKA_1022500	2457	344	564	177
PBANKA_1022600	1656	371	899	179
PBANKA_1022700	2739	289	915	124
PBANKA_1022800	2439	147	648	138
PBANKA_1022900	735	69	440	54
PBANKA_1023000	3462	273	956	168
PBANKA_1023100	4572	350	965	252
PBANKA_1023200	1275	607	2540	250
PBANKA_1023300	1755	273	841	131
PBANKA_1023400	1494	295	584	190
PBANKA_1023500	1413	204	781	88
PBANKA_1023600	1383	583	1822	341
PBANKA_1023700	651	25	157	32
PBANKA_1023800	5709	457	2063	483
PBANKA_1023900	618	215	601	115
PBANKA_1024000	1887	197	331	111
PBANKA_1024100	3024	189	570	58
PBANKA_1024200	3369	89	410	59
PBANKA_1024300	2610	352	817	266
PBANKA_1024311	308	884	5308	168
PBANKA_1024331	119	8	8	7
PBANKA_1024341	119	0	3	7
PBANKA_1024351	119	102	837	34
PBANKA_1024371	72	13	8	15
PBANKA_1024400	411	316	1037	185
PBANKA_1024500	477	5	40	11
PBANKA_1024600	9765	23	142	42
PBANKA_1024700	837	1143	1426	422
PBANKA_1024800	435	1659	4235	755
PBANKA_1024900	2916	1837	3068	1753
PBANKA_1025000	645	598	979	531
PBANKA_1025100	12711	893	5061	1544
PBANKA_1025200	1371	251	480	130
PBANKA_1025300	9411	304	1425	292
PBANKA_1025400	3012	226	892	224
PBANKA_1025500	12510	1488	8589	2245
PBANKA_1025600	885	68	223	55
PBANKA_1025700	1155	159	340	107
PBANKA_1025800	387	223	341	108
PBANKA_1025900	1935	419	986	324
PBANKA_1026000	432	1205	3878	1042
PBANKA_1026100	8295	195	1154	227
PBANKA_1026200	1413	767	1540	381
PBANKA_1026300	1950	551	2226	599
PBANKA_1026400	1179	97	367	98
PBANKA_1026500	5661	659	2052	504
PBANKA_1026600	2742	334	1234	251
PBANKA_1026700	669	276	713	150
PBANKA_1026800	429	1060	1871	568
PBANKA_1026900	1266	122	651	73
PBANKA_1027000	1710	5670	10793	4324
PBANKA_1027100	3171	444	1526	606
PBANKA_1027200	3333	156	382	96
PBANKA_1027300	3792	538	2838	510
PBANKA_1027400	1014	54	111	25
PBANKA_1027500	291	49	166	29
PBANKA_1027600	1692	51	282	60
PBANKA_1027700	975	448	1298	302
PBANKA_1027800	3312	247	650	167
PBANKA_1027900	585	265	685	188
PBANKA_1028000	3681	235	1075	198
PBANKA_1028100	1386	167	415	109
PBANKA_1028200	6360	4911	11375	3963
PBANKA_1028300	915	784	1526	691
PBANKA_1028400	660	1884	2824	905
PBANKA_1028500	927	214	861	152
PBANKA_1028600	2037	228	662	121
PBANKA_1028700	759	2985	6236	1904
PBANKA_1028800	1146	1442	2721	816
PBANKA_1028900	1431	135	547	53
PBANKA_1029000	3282	148	839	147
PBANKA_1029100	543	21	76	17
PBANKA_1029200	1098	45	161	38
PBANKA_1029300	1794	121	329	126
PBANKA_1029400	1029	295	1639	297
PBANKA_1029500	1512	32	117	36
PBANKA_1029600	1131	85	537	61
PBANKA_1029700	921	512	962	275
PBANKA_1029800	1236	204	492	155
PBANKA_1029900	3126	68	159	29
PBANKA_1030000	1287	62	128	25
PBANKA_1030100	1131	1787	4095	1149
PBANKA_1030200	8352	331	915	301
PBANKA_1030300	378	548	2281	491
PBANKA_1030400	2325	356	1297	581
PBANKA_1030500	2739	86	306	55
PBANKA_1030600	987	2542	6832	1199
PBANKA_1030700	1446	59	151	40
PBANKA_1030800	1662	15	47	6
PBANKA_1030900	1662	47	98	26
PBANKA_1031000	2850	183	350	157
PBANKA_1031100	5430	212	755	218
PBANKA_1031200	1710	278	924	229
PBANKA_1031300	1911	300	1122	281
PBANKA_1031400	1122	167	592	68
PBANKA_1031500	6276	343	1317	234
PBANKA_1031600	1854	375	999	143
PBANKA_1031700	519	101	238	32
PBANKA_1031800	1026	197	361	128
PBANKA_1031900	1398	1233	1299	608
PBANKA_1032000	387	108	148	60
PBANKA_1032100	1815	343	2095	120
PBANKA_1032200	11391	579	2798	657
PBANKA_1032300	2271	552	962	325
PBANKA_1032400	936	524	1622	515
PBANKA_1032500	891	216	490	140
PBANKA_1032600	1704	434	1101	246
PBANKA_1032700	1524	542	1301	347
PBANKA_1032800	2370	271	524	202
PBANKA_1032900	1527	63	216	27
PBANKA_1033000	3024	288	777	222
PBANKA_1033100	789	1122	2143	445
PBANKA_1033200	1158	91	306	63
PBANKA_1033300	582	382	782	295
PBANKA_1033400	3285	539	879	336
PBANKA_1033500	1599	47	144	29
PBANKA_1033600	1017	115	355	93
PBANKA_1033700	924	110	496	74
PBANKA_1033800	19566	560	3596	587
PBANKA_1033900	657	1422	2270	868
PBANKA_1034000	558	1639	2763	597
PBANKA_1034100	3210	287	881	130
PBANKA_1034200	276	8	31	7
PBANKA_1034300	4140	955	2598	705
PBANKA_1034400	1353	3285	12323	1774
PBANKA_1034500	1218	47	112	40
PBANKA_1034600	5958	519	1465	289
PBANKA_1034700	378	694	2989	430
PBANKA_1034800	576	69	463	84
PBANKA_1034900	1965	934	1610	753
PBANKA_1035000	864	214	783	162
PBANKA_1035100	939	943	1767	842
PBANKA_1035200	3915	2309	5824	2186
PBANKA_1035300	1086	192	491	104
PBANKA_1035400	852	26053	51676	9630
PBANKA_1035500	576	212	1218	97
PBANKA_1035600	3387	248	694	228
PBANKA_1035700	4323	510	1330	378
PBANKA_1035800	1728	135	470	88
PBANKA_1035900	1380	940	2230	306
PBANKA_1036000	7314	548	1587	338
PBANKA_1036100	3399	102	339	85
PBANKA_1036200	324	215	1085	114
PBANKA_1036300	2886	120	583	87
PBANKA_1036400	2616	215	684	131
PBANKA_1036500	1656	245	664	165
PBANKA_1036600	1050	368	1703	330
PBANKA_1036700	1737	94	190	91
PBANKA_1036800	4314	145	275	123
PBANKA_1036900	2778	208	462	117
PBANKA_1037000	597	53	243	42
PBANKA_1037100	2841	223	1796	179
PBANKA_1037200	2202	237	561	171
PBANKA_1037300	879	267	1206	161
PBANKA_1037400	927	61	308	39
PBANKA_1037500	2679	177	446	200
PBANKA_1037600	1299	149	529	93
PBANKA_1037700	552	122	271	46
PBANKA_1037800	501	1129	1652	502
PBANKA_1037900	468	112	816	26
PBANKA_1038000	351	238	591	97
PBANKA_1038100	504	34	97	16
PBANKA_1038200	4785	1138	3332	892
PBANKA_1038300	1086	423	1229	191
PBANKA_1038400	342	1174	3087	693
PBANKA_1038500	813	99	613	81
PBANKA_1038600	1944	206	789	228
PBANKA_1038700	4062	384	943	248
PBANKA_1038800	633	1106	2416	647
PBANKA_1038900	5385	1256	3056	480
PBANKA_1039000	1302	226	833	190
PBANKA_1039100	2355	207	508	115
PBANKA_1039200	1149	81	183	48
PBANKA_1039300	1983	428	936	372
PBANKA_1039400	450	671	4723	395
PBANKA_1039450	82	7	16	6
PBANKA_1039500	1596	330	808	305
PBANKA_1039600	1869	175	572	118
PBANKA_1039700	564	553	1261	242
PBANKA_1039800	2415	11	42	11
PBANKA_1039900	1506	27	72	11
PBANKA_1040000	1317	64	387	79
PBANKA_1040100	1326	4871	14283	3384
PBANKA_1040151	792	30	80	9
PBANKA_1040200	867	24	86	4
PBANKA_1040300	717	7	35	6
PBANKA_1040400	975	10	37	0
PBANKA_1040500	801	2	6	7
PBANKA_1040521	744	17	40	3
PBANKA_1040541	930	62	224	4
PBANKA_1040561	1755	8	17	0
PBANKA_1040581	2442	25	60	18
PBANKA_1040601	360	0	0	0
PBANKA_1040621	732	0	2	0
PBANKA_1100011	693	0	0	0
PBANKA_1100021	693	0	0	0
PBANKA_1100031	693	0	0	0
PBANKA_1100041	693	0	0	0
PBANKA_1100051	693	0	0	0
PBANKA_1100061	693	0	0	0
PBANKA_1100071	693	0	0	0
PBANKA_1100100	693	0	0	0
PBANKA_1100200	693	0	0	0
PBANKA_1100300	957	2	1	2
PBANKA_1100351	945	7	17	3
PBANKA_1100400	993	3	43	5
PBANKA_1100441	744	23	59	1
PBANKA_1100461	867	7	12	2
PBANKA_1100500	717	6	9	2
PBANKA_1100600	645	0	0	2
PBANKA_1100700	891	34	118	9
PBANKA_1100750	786	2	7	4
PBANKA_1100781	927	8	20	0
PBANKA_1100821	462	8	16	2
PBANKA_1100850	669	2	6	3
PBANKA_1100860	291	833	1884	778
PBANKA_1100900	1830	426	1265	394
PBANKA_1101000	873	106	228	75
PBANKA_1101100	1251	134	509	115
PBANKA_1101200	1086	3710	10125	2554
PBANKA_1101300	2289	411	747	261
PBANKA_1101400	1167	1123	4782	322
PBANKA_1101500	2043	87	438	53
PBANKA_1101600	2754	999	2314	649
PBANKA_1101700	1146	132	363	94
PBANKA_1101800	3291	52	220	47
PBANKA_1101900	798	78	291	78
PBANKA_1102000	1515	189	510	126
PBANKA_1102100	816	484	2380	342
PBANKA_1102200	1230	426	1766	176
PBANKA_1102300	2496	219	863	177
PBANKA_1102400	1044	84	178	46
PBANKA_1102500	453	11	154	12
PBANKA_1102600	249	137	839	48
PBANKA_1102700	771	241	378	84
PBANKA_1102800	1545	130	467	82
PBANKA_1102900	2610	259	1139	264
PBANKA_1103000	954	960	1541	770
PBANKA_1103100	369	562	1417	367
PBANKA_1103200	2169	81	344	51
PBANKA_1103300	2409	144	426	151
PBANKA_1103400	360	1044	2880	643
PBANKA_1103500	1755	75	229	29
PBANKA_1103600	5646	167	464	80
PBANKA_1103700	513	108	1485	86
PBANKA_1103800	1488	466	773	308
PBANKA_1103900	678	113	641	89
PBANKA_1104000	2124	67	254	43
PBANKA_1104100	828	9598	19219	3658
PBANKA_1104200	1119	353	786	199
PBANKA_1104300	1341	87	223	52
PBANKA_1104400	13431	1128	4311	949
PBANKA_1104500	537	308	1578	168
PBANKA_1104600	6810	253	751	219
PBANKA_1104700	6678	256	984	372
PBANKA_1104800	1671	80	480	48
PBANKA_1104900	1647	153	448	95
PBANKA_1105000	2112	41	191	41
PBANKA_1105100	3699	1408	3220	1079
PBANKA_1105200	813	159	895	194
PBANKA_1105300	1368	59	295	75
PBANKA_1105400	300	618	919	309
PBANKA_1105500	390	558	805	291
PBANKA_1105600	744	119	332	65
PBANKA_1105700	615	266	1447	152
PBANKA_1105800	858	74	411	31
PBANKA_1105900	1011	84	274	43
PBANKA_1106000	345	5167	7922	2251
PBANKA_1106100	8901	417	4693	461
PBANKA_1106200	1173	109	187	146
PBANKA_1106300	1752	98	227	85
PBANKA_1106400	2583	440	759	258
PBANKA_1106500	1827	12460	18791	5488
PBANKA_1106600	315	16	52	13
PBANKA_1106700	1236	2122	4756	1610
PBANKA_1106800	1779	615	2182	776
PBANKA_1106900	2511	31	85	22
PBANKA_1107000	462	196	266	74
PBANKA_1107100	1800	833	2616	506
PBANKA_1107200	2034	381	1053	247
PBANKA_1107300	1551	102	442	59
PBANKA_1107400	3159	714	1725	681
PBANKA_1107500	357	30	302	14
PBANKA_1107600	1062	186	760	102
PBANKA_1107700	4962	469	1201	275
PBANKA_1107800	1074	1332	3098	744
PBANKA_1107900	1026	2311	8639	1569
PBANKA_1108000	1173	269	1337	269
PBANKA_1108100	6978	374	1049	313
PBANKA_1108200	663	89	187	73
PBANKA_1108300	3996	1279	3269	1173
PBANKA_1108400	825	62	236	59
PBANKA_1108500	7647	3127	15418	3179
PBANKA_1108600	897	319	2003	339
PBANKA_1108700	4329	4915	14124	2581
PBANKA_1108800	1089	55	164	43
PBANKA_1108900	417	38	335	53
PBANKA_1109000	7743	1370	3406	908
PBANKA_1109100	1014	48	112	24
PBANKA_1109200	1941	172	366	145
PBANKA_1109300	1113	4385	13387	3677
PBANKA_1109400	4659	773	2460	652
PBANKA_1109500	1005	14	116	5
PBANKA_1109600	2019	1280	2571	286
PBANKA_1109700	5793	799	2948	975
PBANKA_1109800	2208	153	420	249
PBANKA_1109900	738	2402	5445	1264
PBANKA_1110000	1341	28	128	22
PBANKA_1110100	2646	963	2467	1024
PBANKA_1110121	80	6	5	10
PBANKA_1110200	1029	2193	8452	1641
PBANKA_1110300	1911	488	1080	256
PBANKA_1110350	153	6	130	13
PBANKA_1110500	516	588	1710	317
PBANKA_1110600	369	908	4122	453
PBANKA_1110700	2829	942	2424	569
PBANKA_1110800	4086	154	473	160
PBANKA_1110900	1710	35	164	44
PBANKA_1111000	28671	909	6911	1336
PBANKA_1111200	528	45	53	19
